,text_id,term_id,text,term,polarity,polarity_pred,token_weights
106,40,106,"The place was so dark, I needed the table candle to read the menu and could not properly see what I was eating.",place,negative,negative,"the : 0.1599567509788442, place : 0.11506505080479565, was : 0.6756384514067241, so : 0.19039592179678827, dark : 0.05643585317076966, needed : 0.09065374090874306, the : 0.1599567509788442, table : -0.0694763892292324, candle : -0.4589243532627334, to : 0.06489666268372277, read : -0.2960224074926152, the : 0.1599567509788442, menu : -0.8412156567032758, and : -1.4714550858778395, could : 0.681126125913976, not : 2.476956248275856, properly : 0.0683012061449899, see : -0.13556512061572393, what : 0.3283322095529783, was : 0.6756384514067241, eating : -0.15049174268372714"
107,40,107,"The place was so dark, I needed the table candle to read the menu and could not properly see what I was eating.",table,neutral,neutral,"the : 0.1599567509788442, place : 0.11506505080479565, was : 0.6756384514067241, so : 0.19039592179678827, dark : 0.05643585317076966, needed : 0.09065374090874306, the : 0.1599567509788442, table : -0.0694763892292324, candle : -0.4589243532627334, to : 0.06489666268372277, read : -0.2960224074926152, the : 0.1599567509788442, menu : -0.8412156567032758, and : -1.4714550858778395, could : 0.681126125913976, not : 2.476956248275856, properly : 0.0683012061449899, see : -0.13556512061572393, what : 0.3283322095529783, was : 0.6756384514067241, eating : -0.15049174268372714"
108,40,108,"The place was so dark, I needed the table candle to read the menu and could not properly see what I was eating.",menu,neutral,neutral,"the : 0.1599567509788442, place : 0.11506505080479565, was : 0.6756384514067241, so : 0.19039592179678827, dark : 0.05643585317076966, needed : 0.09065374090874306, the : 0.1599567509788442, table : -0.0694763892292324, candle : -0.4589243532627334, to : 0.06489666268372277, read : -0.2960224074926152, the : 0.1599567509788442, menu : -0.8412156567032758, and : -1.4714550858778395, could : 0.681126125913976, not : 2.476956248275856, properly : 0.0683012061449899, see : -0.13556512061572393, what : 0.3283322095529783, was : 0.6756384514067241, eating : -0.15049174268372714"
109,41,109,"The Scene You won't blink twice at the restaurant's spartan decor: As the packed crowds and critics' praises wallpapering the front wall agree, this longtime local favorite is truly one of the area's most exquisite finds.",Scene,neutral,neutral,"the : 0.1599567509788442, scene : -0.5050418315306884, you : -0.3419709413939751, won : 0.32040332313223113, blink : 0.2484561161163867, twice : 0.6079486936807392, at : 0.38667932060354876, the : 0.1599567509788442, restaurant : 0.2618742615691801, spartan : 0.06235241020025972, decor : 0.7538227563925262, as : -0.17235257237303314, the : 0.1599567509788442, packed : 0.2325248766631643, crowds : -0.11330462859606494, and : -1.4714550858778395, the : 0.1599567509788442, front : 0.121533411256838, wall : -0.026952927248142633, agree : 0.3626905717874978, this : 0.3789860937031017, local : -0.2879918274813361, favorite : -1.13244187416368, is : 0.7334324566786014, truly : -0.08496832404334938, one : 0.23332637109315876, of : -0.6721133239838706, the : 0.1599567509788442, area : -0.08126265515365393, most : 0.13198741514413284, exquisite : -0.08759834300716628, finds : 0.13383136412867552"
110,41,110,"The Scene You won't blink twice at the restaurant's spartan decor: As the packed crowds and critics' praises wallpapering the front wall agree, this longtime local favorite is truly one of the area's most exquisite finds.",decor,positive,positive,"the : 0.1599567509788442, scene : -0.5050418315306884, you : -0.3419709413939751, won : 0.32040332313223113, blink : 0.2484561161163867, twice : 0.6079486936807392, at : 0.38667932060354876, the : 0.1599567509788442, restaurant : 0.2618742615691801, spartan : 0.06235241020025972, decor : 0.7538227563925262, as : -0.17235257237303314, the : 0.1599567509788442, packed : 0.2325248766631643, crowds : -0.11330462859606494, and : -1.4714550858778395, the : 0.1599567509788442, front : 0.121533411256838, wall : -0.026952927248142633, agree : 0.3626905717874978, this : 0.3789860937031017, local : -0.2879918274813361, favorite : -1.13244187416368, is : 0.7334324566786014, truly : -0.08496832404334938, one : 0.23332637109315876, of : -0.6721133239838706, the : 0.1599567509788442, area : -0.08126265515365393, most : 0.13198741514413284, exquisite : -0.08759834300716628, finds : 0.13383136412867552"
111,42,111,"the waitress came to ask me how my NY Strip was, and I could not give her an answer b/c no one gave me a steak knife.",waitress,negative,negative,"the : 0.1599567509788442, waitress : -0.5058871333312062, came : 0.3629264328992799, to : 0.06489666268372277, ask : 0.6088219159321309, me : 0.3166855568174938, how : -0.08058377706519727, my : -0.0024860046636431283, ny : -0.3523371638076893, strip : 0.36824680529324244, was : 0.6756384514067241, and : -1.4714550858778395, could : 0.681126125913976, not : 2.476956248275856, give : 0.15101277984413203, her : -0.3746804532448288, an : 0.1195060310552104, answer : -0.03065131432894727, no : 1.7366660081154697, one : 0.23332637109315876, gave : -0.013161152452250401, me : 0.3166855568174938, steak : 0.4923102805282332, knife : 0.022460185358378338"
112,42,112,"the waitress came to ask me how my NY Strip was, and I could not give her an answer b/c no one gave me a steak knife.",steak knife,neutral,neutral,"the : 0.1599567509788442, waitress : -0.5058871333312062, came : 0.3629264328992799, to : 0.06489666268372277, ask : 0.6088219159321309, me : 0.3166855568174938, how : -0.08058377706519727, my : -0.0024860046636431283, ny : -0.3523371638076893, strip : 0.36824680529324244, was : 0.6756384514067241, and : -1.4714550858778395, could : 0.681126125913976, not : 2.476956248275856, give : 0.15101277984413203, her : -0.3746804532448288, an : 0.1195060310552104, answer : -0.03065131432894727, no : 1.7366660081154697, one : 0.23332637109315876, gave : -0.013161152452250401, me : 0.3166855568174938, steak : 0.4923102805282332, knife : 0.022460185358378338"
113,43,113,The staff was courteous and explained the menu with detail.,staff,positive,positive,"the : 0.1599567509788442, staff : -0.9159157659545786, was : 0.6756384514067241, courteous : -0.11676360556717874, and : -1.4714550858778395, explained : -0.23337547756298072, the : 0.1599567509788442, menu : -0.8412156567032758, with : -1.066377583521574, detail : -0.38030347837498474"
114,43,114,The staff was courteous and explained the menu with detail.,detail,neutral,neutral,"the : 0.1599567509788442, staff : -0.9159157659545786, was : 0.6756384514067241, courteous : -0.11676360556717874, and : -1.4714550858778395, explained : -0.23337547756298072, the : 0.1599567509788442, menu : -0.8412156567032758, with : -1.066377583521574, detail : -0.38030347837498474"
115,44,115,"We politely asked our server for the regular menu, but were told that for large parties they could only offer us the banquet menu (would have gone elsewhere had we known).",server,negative,negative,"we : -0.3054258736797305, politely : -0.5609335048885937, asked : 0.300045530808483, our : 0.05402355815250684, server : -0.7992034817534253, for : -0.3734769200685542, the : 0.1599567509788442, regular : -0.24907541272141484, menu : -0.8412156567032758, but : 2.041756649529249, were : 1.1689934909553437, told : 0.3188392645115736, that : 0.09505491397152648, for : -0.3734769200685542, large : -0.5142768833400122, parties : -0.13366350628591345, they : 0.25283930947630323, could : 0.681126125913976, only : 0.4431976218264309, offer : 0.16424188637599169, us : -0.07882380616122509, the : 0.1599567509788442, menu : -0.8412156567032758, would : 0.001138306716972844, have : -0.27437593717006287, gone : 0.4148777094825521, elsewhere : -0.39358444383837266, had : 0.18830730092669362, we : -0.3054258736797305, known : -0.027392937787887477"
116,44,116,"We politely asked our server for the regular menu, but were told that for large parties they could only offer us the banquet menu (would have gone elsewhere had we known).",banquet menu,neutral,neutral,"we : -0.3054258736797305, politely : -0.5609335048885937, asked : 0.300045530808483, our : 0.05402355815250684, server : -0.7992034817534253, for : -0.3734769200685542, the : 0.1599567509788442, regular : -0.24907541272141484, menu : -0.8412156567032758, but : 2.041756649529249, were : 1.1689934909553437, told : 0.3188392645115736, that : 0.09505491397152648, for : -0.3734769200685542, large : -0.5142768833400122, parties : -0.13366350628591345, they : 0.25283930947630323, could : 0.681126125913976, only : 0.4431976218264309, offer : 0.16424188637599169, us : -0.07882380616122509, the : 0.1599567509788442, menu : -0.8412156567032758, would : 0.001138306716972844, have : -0.27437593717006287, gone : 0.4148777094825521, elsewhere : -0.39358444383837266, had : 0.18830730092669362, we : -0.3054258736797305, known : -0.027392937787887477"
117,45,117,"While the service and setting were average, the food was excellent.",service,negative,negative,"while : 0.41545485299894824, the : 0.1599567509788442, service : -0.6849207360502474, and : -1.4714550858778395, setting : 0.09349038545780505, were : 1.1689934909553437, average : 1.0134493634104629, the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, excellent : -0.5305111225078755"
118,45,118,"While the service and setting were average, the food was excellent.",setting,negative,neutral,"while : 0.41545485299894824, the : 0.1599567509788442, service : -0.6849207360502474, and : -1.4714550858778395, setting : 0.09349038545780505, were : 1.1689934909553437, average : 1.0134493634104629, the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, excellent : -0.5305111225078755"
119,45,119,"While the service and setting were average, the food was excellent.",food,positive,positive,"while : 0.41545485299894824, the : 0.1599567509788442, service : -0.6849207360502474, and : -1.4714550858778395, setting : 0.09349038545780505, were : 1.1689934909553437, average : 1.0134493634104629, the : 0.1599567509788442, food : 0.7708413724540557, was : 0.6756384514067241, excellent : -0.5305111225078755"
120,46,120,"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.",appetizers,neutral,neutral,"it : 0.25400665821968343, took : 0.6437041530593963, hours : 0.6242830194547376, to : 0.06489666268372277, get : 0.07166725340833979, our : 0.05402355815250684, appetizers : -0.7340123342932203, how : -0.08058377706519727, long : 0.9767165220084835, does : 0.4638604390294449, salad : -0.04275162982117333, take : -0.15271785291269138, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, complained : -0.06882025406380396, to : 0.06489666268372277, the : 0.1599567509788442, manager : -0.15221989383215045, he : -0.23650293816269097, barely : 0.4582072203189538, listened : 0.057240330767790254"
121,46,121,"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.",salad,neutral,neutral,"it : 0.25400665821968343, took : 0.6437041530593963, hours : 0.6242830194547376, to : 0.06489666268372277, get : 0.07166725340833979, our : 0.05402355815250684, appetizers : -0.7340123342932203, how : -0.08058377706519727, long : 0.9767165220084835, does : 0.4638604390294449, salad : -0.04275162982117333, take : -0.15271785291269138, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, complained : -0.06882025406380396, to : 0.06489666268372277, the : 0.1599567509788442, manager : -0.15221989383215045, he : -0.23650293816269097, barely : 0.4582072203189538, listened : 0.057240330767790254"
122,46,122,"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.",manager,negative,negative,"it : 0.25400665821968343, took : 0.6437041530593963, hours : 0.6242830194547376, to : 0.06489666268372277, get : 0.07166725340833979, our : 0.05402355815250684, appetizers : -0.7340123342932203, how : -0.08058377706519727, long : 0.9767165220084835, does : 0.4638604390294449, salad : -0.04275162982117333, take : -0.15271785291269138, and : -1.4714550858778395, when : 0.7736131650522035, we : -0.3054258736797305, complained : -0.06882025406380396, to : 0.06489666268372277, the : 0.1599567509788442, manager : -0.15221989383215045, he : -0.23650293816269097, barely : 0.4582072203189538, listened : 0.057240330767790254"
123,47,123,"Not including the tip for our server, who we saw twice in an hour?",tip,neutral,neutral,"not : 2.476956248275856, including : -0.1545600122530178, the : 0.1599567509788442, tip : 0.28961507972085676, for : -0.3734769200685542, our : 0.05402355815250684, server : -0.7992034817534253, who : 0.15378982172690742, we : -0.3054258736797305, saw : 0.25908211787516916, twice : 0.6079486936807392, in : 0.17410305733559264, an : 0.1195060310552104, hour : 0.7014582422046489"
