text,aspect_terms
"Sit at the bar (no reservations necessary), eat, talk to the bartender, and enjoy, b/c come dinnertime you will pay quadruple the price (but it's still worth it).","{'from': [19, 130], 'to': [31, 135], 'polarity': ['neutral', 'negative'], 'term': ['reservations', 'price']}"
"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.","{'from': [9, 57], 'to': [16, 62], 'polarity': ['neutral', 'positive'], 'term': ['Gnocchi', 'place']}"
Did not get to dessert as it took a while to get the server's attention and we had a show to get to.,"{'from': [15, 53], 'to': [22, 59], 'polarity': ['neutral', 'negative'], 'term': ['dessert', 'server']}"
"To the amusement of our server, I wrote everything down, lest I forget a single morsel (about 21 different dishes).","{'from': [24, 107], 'to': [30, 113], 'polarity': ['positive', 'neutral'], 'term': ['server', 'dishes']}"
"Man, that chicken (in some kind of spicy soup) was yummy!","{'from': [10, 35], 'to': [17, 45], 'polarity': ['positive', 'neutral'], 'term': ['chicken', 'spicy soup']}"
Besides ordering single dishes you can also order family style.,"{'from': [17, 57], 'to': [30, 62], 'polarity': ['neutral', 'positive'], 'term': ['single dishes', 'style']}"
The owners couldn't have been more accomodating -- we had the entire restaurant to ourselves on a Saturday (before it opens to the public for dinner).,"{'from': [4, 142], 'to': [10, 148], 'polarity': ['positive', 'neutral'], 'term': ['owners', 'dinner']}"
"The service was autrocious in fact my order came out wrong and our wine was never repoured throughout the entire dinner, which lasted 3 hours.","{'from': [4, 67, 113], 'to': [11, 71, 119], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['service', 'wine', 'dinner']}"
"Place was okay, the food was definitely not worth the money, however the appetizers were good, we had the jumbo shrimp and oysters.","{'from': [0, 20, 73, 112, 123], 'to': [5, 24, 83, 118, 130], 'polarity': ['positive', 'negative', 'positive', 'neutral', 'neutral'], 'term': ['Place', 'food', 'appetizers', 'shrimp', 'oysters']}"
The service was a bit inadequate-and be warned they bring your food as it is ready- so be sure to order apps then after being served order entrees.,"{'from': [4, 63, 139], 'to': [11, 67, 146], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['service', 'food', 'entrees']}"
Ten minutes later: no burgers and no sign of our waiter.,"{'from': [22, 49], 'to': [29, 55], 'polarity': ['neutral', 'negative'], 'term': ['burgers', 'waiter']}"
"For the high price you would pay (dinner for the two could run $80), you sure do get alot.","{'from': [13, 34], 'to': [18, 40], 'polarity': ['negative', 'neutral'], 'term': ['price', 'dinner']}"
"While I liked the place, I'd never come back in a weekend night again, and with reservations.","{'from': [18, 80], 'to': [23, 92], 'polarity': ['positive', 'neutral'], 'term': ['place', 'reservations']}"
Then the food came- TINY portions and plates came out in 15 min intervals.,"{'from': [9, 25, 38], 'to': [13, 33, 44], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['food', 'portions', 'plates']}"
"We both had habtchi, a bottle of plum wine, and 3 appetizer, the food was great, and I really didnt find the wait to be that long like some the other review said.","{'from': [23, 65], 'to': [42, 69], 'polarity': ['neutral', 'positive'], 'term': ['bottle of plum wine', 'food']}"
"the pasta I had for lunch was $12, but my dessert, which was a small slice of apple pie, was $10!","{'from': [4, 20, 78], 'to': [9, 25, 87], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['pasta', 'lunch', 'apple pie']}"
"The jukebox is always playing good tunes, and the patrons are never shy about getting up and dancing in the aisles, or even on the bar.","{'from': [4, 50, 131], 'to': [11, 57, 134], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['jukebox', 'patrons', 'bar']}"
(So long that it prevented me from increasing their sales by getting more possible drinks) If i just saw my one waiter the whole night I would have known who to talk too.,"{'from': [52, 83, 112], 'to': [57, 89, 118], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['sales', 'drinks', 'waiter']}"
I liked the beer selection!,"{'from': [12, 12], 'to': [26, 18], 'polarity': ['positive', 'neutral'], 'term': ['beer selection', 'beer s']}"
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,"{'from': [5, 68, 100], 'to': [10, 76, 108], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['drink', 'waitress', 'cocktail']}"
"We were seated promptly for a Saturday lunch, but service was incredibly slow.","{'from': [30, 50], 'to': [44, 57], 'polarity': ['neutral', 'negative'], 'term': ['Saturday lunch', 'service']}"
They don't load their pizza down with tons of cheese nor is it dripping with sauce.,"{'from': [46, 77], 'to': [52, 82], 'polarity': ['positive', 'neutral'], 'term': ['cheese', 'sauce']}"
I had to stare out waitress down to get our check and also we were charge.,"{'from': [19, 44], 'to': [27, 49], 'polarity': ['negative', 'neutral'], 'term': ['waitress', 'check']}"
"The hostess did offer free drinks to my party due to the wait, but we were more interested in eating after said long wait.","{'from': [4, 27], 'to': [11, 33], 'polarity': ['positive', 'neutral'], 'term': ['hostess', 'drinks']}"
"Sure, the hostess can be rude, but when in the mood for authentic Mexican food, there is no better place in NYC, yet.","{'from': [10, 66], 'to': [17, 78], 'polarity': ['negative', 'positive'], 'term': ['hostess', 'Mexican food']}"
"Servers are layed back, but food arrives rapidly.","{'from': [0, 28], 'to': [7, 32], 'polarity': ['negative', 'positive'], 'term': ['Servers', 'food']}"
We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.,"{'from': [116, 144], 'to': [120, 150], 'polarity': ['neutral', 'positive'], 'term': ['menu', 'waiter']}"
"The Food The daily-changing menu, scrawled on large dry-erase boards, offers a blend of haute cuisine and Texas roadhouse fare.","{'from': [4, 13, 94, 122], 'to': [8, 32, 101, 126], 'polarity': ['neutral', 'neutral', 'positive', 'positive'], 'term': ['Food', 'daily-changing menu', 'cuisine', 'fare']}"
"Nice family place, nice atmosphere, but don't go there for pizza.","{'from': [5, 24, 59], 'to': [17, 34, 64], 'polarity': ['positive', 'positive', 'negative'], 'term': ['family place', 'atmosphere', 'pizza']}"
"The food and the value had been ok on our meal, and then after only a little more than an hour, the check was slipped onto the table for our large party, and a few minutes later, waiters began yelling at us to leave.","{'from': [4, 42, 127, 179], 'to': [8, 46, 132, 186], 'polarity': ['positive', 'neutral', 'neutral', 'negative'], 'term': ['food', 'meal', 'table', 'waiters']}"
No table space and one of the angry neighbors decided to take matters into his own hands by throwing a bucket of water out his window and onto the patrons waiting for their tables.,"{'from': [3, 113, 147, 3], 'to': [14, 118, 162, 10], 'polarity': ['negative', 'neutral', 'neutral', 'neutral'], 'term': ['table space', 'water', 'patrons waiting', 'table s']}"
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.","{'from': [18, 41, 163, 217], 'to': [23, 58, 167, 224], 'polarity': ['positive', 'positive', 'neutral', 'neutral'], 'term': ['foods', 'Scallion pancakes', 'menu', 'lo mein']}"
Worth the trip and the wait (and the higher than average price)?,"{'from': [23, 57], 'to': [27, 62], 'polarity': ['positive', 'negative'], 'term': ['wait', 'price']}"
"The menu: HOT DOGS, that's it, nothing else.","{'from': [4, 10], 'to': [8, 18], 'polarity': ['negative', 'neutral'], 'term': ['menu', 'HOT DOGS']}"
Heartland is the best place in mid-town to grab a beer after work and meet the cuties that work in the building.,"{'from': [50, 79], 'to': [54, 85], 'polarity': ['positive', 'neutral'], 'term': ['beer', 'cuties']}"
"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).","{'from': [18, 27, 33, 49], 'to': [25, 31, 47, 72], 'polarity': ['neutral', 'neutral', 'positive', 'neutral'], 'term': ['entrees', 'soup', 'and appetizers', 'fresh spinach pierogies']}"
The pizza is baked in a wood burning oven and the flavor is fantastic.,"{'from': [4, 50], 'to': [9, 56], 'polarity': ['neutral', 'positive'], 'term': ['pizza', 'flavor']}"
"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.","{'from': [62, 102], 'to': [71, 123], 'polarity': ['neutral', 'positive'], 'term': ['mushrooms', 'citrus dipping sauces']}"
"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.","{'from': [64, 96, 112], 'to': [82, 100, 117], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['white tableclothes', 'rack', 'wines']}"
"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.","{'from': [11, 53], 'to': [15, 58], 'polarity': ['neutral', 'positive'], 'term': ['food', 'bread']}"
I love the steak and eggs with a bloody mary that costs around $7 bucks.,"{'from': [11, 21], 'to': [16, 25], 'polarity': ['neutral', 'positive'], 'term': ['steak', 'eggs']}"
I found my dinner to be a bit on the heavy side and blamed the large portions.,"{'from': [11, 69], 'to': [17, 77], 'polarity': ['neutral', 'negative'], 'term': ['dinner', 'portions']}"
"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!","{'from': [4, 23, 91], 'to': [10, 35, 104], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['entree', 'filet mignon', 'mixed veggies']}"
"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.","{'from': [14, 60, 76], 'to': [18, 70, 82], 'polarity': ['positive', 'positive', 'negative'], 'term': ['food', 'atmosphere', 'tables']}"
Two dogs and an adequately sized drink for two dollars.,"{'from': [4, 33], 'to': [8, 38], 'polarity': ['neutral', 'positive'], 'term': ['dogs', 'drink']}"
The snooty manager asked us to leave and gave us our check in the middle of our meal.,"{'from': [11, 80], 'to': [18, 84], 'polarity': ['negative', 'neutral'], 'term': ['manager', 'meal']}"
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.","{'from': [4, 55, 73, 102, 139], 'to': [16, 61, 77, 120, 152], 'polarity': ['negative', 'neutral', 'neutral', 'neutral', 'negative'], 'term': ['menu options', 'waiter', 'chef', 'plain dinner salad', 'salad choices']}"
The menu was much too narrow - 4 pastas and 6 meat dishes or so.,"{'from': [4, 46], 'to': [8, 57], 'polarity': ['positive', 'neutral'], 'term': ['menu', 'meat dishes']}"
"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.","{'from': [26, 117], 'to': [32, 123], 'polarity': ['negative', 'neutral'], 'term': ['prices', 'dinner']}"
The music is a mix of house radio as well as live band at the same time.,"{'from': [4, 50], 'to': [9, 54], 'polarity': ['neutral', 'positive'], 'term': ['music', 'band']}"
"Great when the band is playing, not so great when there's a large party at the bar.","{'from': [15, 79], 'to': [19, 82], 'polarity': ['positive', 'neutral'], 'term': ['band', 'bar']}"
We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,"{'from': [46, 168, 191], 'to': [51, 174, 195], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['water', 'waiter', 'food']}"
"While service is still ok, the food has been not up to par on my last few visits.","{'from': [6, 31], 'to': [13, 35], 'polarity': ['positive', 'negative'], 'term': ['service', 'food']}"
"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.","{'from': [13, 80], 'to': [20, 98], 'polarity': ['negative', 'neutral'], 'term': ['manager', 'drink after dinner']}"
